labels,Not,Exp
2,0.24456224,0.75543773
0,0.99212885,0.007871186
0,0.91945094,0.080549024
0,0.86908245,0.13091755
0,0.8078282,0.19217186
0,0.9674712,0.03252884
0,0.052724354,0.94727564
0,0.9916998,0.0083001815
1,0.8380957,0.16190434
0,0.9942737,0.0057262164
0,0.98769206,0.012307968
0,0.97688496,0.023115033
0,0.9911458,0.008854215
0,0.9799819,0.020018023
1,0.15638958,0.8436104
0,0.994551,0.005448988
0,0.99436295,0.0056370744
0,0.9291948,0.07080522
0,0.9828104,0.017189568
0,0.98620576,0.013794262
2,0.85544026,0.14455979
0,0.99188834,0.008111708
1,0.3483671,0.65163285
0,0.99391514,0.0060848603
0,0.99183357,0.008166455
0,0.98645604,0.013543929
0,0.9676371,0.032362867
0,0.43753487,0.56246513
1,0.4019819,0.5980181
2,0.8847295,0.11527046
0,0.9792889,0.020711131
0,0.99222237,0.0077776364
1,0.25594515,0.7440548
0,0.8701585,0.12984152
0,0.99372476,0.00627522
0,0.98364246,0.016357519
0,0.9932776,0.0067223264
2,0.9203113,0.07968869
0,0.82373255,0.17626746
1,0.65297,0.34702998
0,0.985535,0.014464945
0,0.9934558,0.006544142
0,0.9915577,0.008442321
0,0.9598345,0.040165488
0,0.3899928,0.6100072
1,0.057976138,0.94202393
0,0.8049246,0.19507536
0,0.8277018,0.17229816
0,0.9210269,0.07897311
0,0.9928966,0.00710342
0,0.97814775,0.021852225
0,0.9935988,0.0064011454
0,0.9493448,0.05065524
0,0.9870208,0.012979217
0,0.9147514,0.0852486
1,0.5945638,0.40543625
0,0.9919505,0.008049494
0,0.98193294,0.018067034
0,0.99196106,0.008038961
0,0.9885373,0.01146264
1,0.05002152,0.9499785
0,0.9933236,0.006676403
0,0.9643645,0.035635427
0,0.99100167,0.008998354
0,0.9865268,0.013473154
0,0.9858622,0.014137819
0,0.99021673,0.0097832475
0,0.9692137,0.03078629
0,0.08618529,0.9138147
0,0.98791504,0.012084891
2,0.2600226,0.7399774
0,0.6581931,0.34180686
0,0.9956729,0.0043270416
0,0.986969,0.01303096
0,0.98528683,0.014713122
1,0.49878436,0.5012156
0,0.98923314,0.010766838
0,0.98982924,0.010170743
1,0.90368444,0.09631562
0,0.98801047,0.011989551
1,0.11922613,0.88077384
0,0.9771278,0.022872157
0,0.39119217,0.6088078
0,0.9652026,0.034797348
0,0.99533135,0.004668656
0,0.9825149,0.01748508
0,0.9884305,0.011569557
0,0.9918283,0.008171756
0,0.59110844,0.4088915
0,0.9817261,0.018273873
0,0.98756135,0.012438602
2,0.953253,0.046747055
0,0.9941292,0.0058708824
0,0.9930039,0.0069961357
2,0.87312263,0.12687737
1,0.058572568,0.9414274
0,0.9944095,0.0055905245
0,0.9900787,0.009921269
0,0.9897494,0.0102506
0,0.9443104,0.055689562
0,0.99060726,0.009392728
0,0.91480607,0.08519387
2,0.93701303,0.06298696
0,0.9603835,0.039616518
0,0.96627265,0.0337274
0,0.39668944,0.6033105
0,0.9944982,0.0055017914
2,0.96484864,0.03515137
0,0.9929357,0.0070642633
0,0.06460902,0.935391
0,0.989746,0.010253953
1,0.07336834,0.9266316
0,0.86582357,0.13417637
0,0.98315316,0.016846856
0,0.993004,0.006995943
0,0.6494267,0.35057327
0,0.9908047,0.009195381
0,0.99277365,0.0072262674
0,0.99001884,0.009981129
0,0.9940714,0.005928551
0,0.9940566,0.005943458
0,0.9701876,0.029812384
0,0.99240327,0.007596765
0,0.9936185,0.006381505
0,0.9790846,0.02091534
0,0.9902346,0.009765368
0,0.88991517,0.11008485
0,0.990732,0.009268013
0,0.9903222,0.009677874
0,0.95331633,0.046683624
0,0.9933289,0.0066710473
2,0.9124729,0.0875271
0,0.99315506,0.0068449215
2,0.9532441,0.04675596
0,0.97748524,0.022514783
0,0.9105025,0.089497484
0,0.99309796,0.0069020763
0,0.9856784,0.0143215945
0,0.9901839,0.009816156
0,0.8950322,0.10496774
0,0.9782702,0.02172983
0,0.9812247,0.018775253
0,0.9904345,0.009565464
0,0.9922201,0.007779925
0,0.9770339,0.022966085
0,0.9917542,0.00824581
0,0.9674191,0.03258091
0,0.987313,0.012687062
0,0.9839473,0.01605278
2,0.988586,0.011413958
0,0.9650056,0.03499441
0,0.99283546,0.007164525
0,0.97928977,0.020710276
0,0.97619367,0.023806378
2,0.8243122,0.1756878
0,0.9409729,0.059027083
0,0.98781306,0.012186955
0,0.9897664,0.010233541
0,0.99398696,0.006013045
1,0.05581668,0.9441833
0,0.9920151,0.0079849055
0,0.97135836,0.02864163
0,0.99499965,0.0050003286
0,0.9951552,0.0048447773
0,0.9949125,0.0050874124
0,0.7624555,0.23754446
1,0.054070618,0.9459294
2,0.98898727,0.011012694
0,0.99327904,0.006720971
2,0.5038156,0.49618438
0,0.99163026,0.0083697615
0,0.98817676,0.01182324
0,0.89348423,0.10651575
0,0.9943798,0.005620191
0,0.98632264,0.013677387
0,0.9927182,0.0072818007
0,0.988913,0.01108693
0,0.9896784,0.010321574
0,0.99155176,0.008448264
0,0.9802798,0.019720221
0,0.9660028,0.03399725
0,0.9862606,0.013739427
0,0.983196,0.016804012
0,0.9750118,0.024988191
2,0.9081972,0.09180281
0,0.9944642,0.0055357288
0,0.9919648,0.008035159
1,0.12927395,0.87072605
0,0.9930561,0.0069439174
0,0.9939704,0.006029626
0,0.98004407,0.019955954
2,0.3899928,0.6100072
1,0.9051795,0.09482048
0,0.98660606,0.01339401
1,0.28724512,0.71275485
0,0.9909849,0.00901509
0,0.9872499,0.012750104
0,0.99105835,0.008941716
0,0.994391,0.005608935
0,0.91762847,0.08237151
0,0.9065454,0.093454644
2,0.08040556,0.91959447
0,0.9937941,0.006205875
0,0.99004155,0.0099584535
0,0.90239453,0.097605474
0,0.9928812,0.007118772
0,0.99370307,0.00629688
0,0.98928934,0.0107106455
0,0.9935133,0.0064867577
2,0.9635854,0.036414664
0,0.99334705,0.0066529354
0,0.98359734,0.016402671
0,0.9767478,0.023252223
0,0.90540814,0.09459186
2,0.88960767,0.11039237
2,0.76853883,0.23146121
0,0.04848621,0.95151377
1,0.08736294,0.9126371
0,0.9855401,0.014459931
0,0.97523016,0.024769826
0,0.982143,0.017856963
0,0.99294513,0.0070548677
0,0.97832644,0.021673555
0,0.9936917,0.0063083153
0,0.99355716,0.006442838
0,0.9861801,0.013819896
0,0.98946077,0.010539185
0,0.9933751,0.006624897
0,0.9875038,0.01249619
2,0.96802706,0.031972956
0,0.9792849,0.020715116
0,0.9822041,0.017795902
2,0.8882822,0.11171782
0,0.9786638,0.021336194
2,0.6598102,0.34018978
0,0.5151425,0.4848575
0,0.99502665,0.004973307
0,0.96862453,0.031375457
2,0.96697104,0.033028975
2,0.6639757,0.33602425
1,0.98135924,0.018640675
0,0.97303087,0.026969118
0,0.9631677,0.03683224
0,0.99028367,0.009716356
0,0.9635673,0.036432687
0,0.99525464,0.004745335
0,0.9686502,0.031349767
0,0.98144203,0.018557966
0,0.99067324,0.009326772
2,0.6173696,0.38263038
0,0.9899419,0.010058175
0,0.94441175,0.05558824
0,0.85196877,0.14803122
0,0.9874548,0.01254524
0,0.9939348,0.0060652504
0,0.99392223,0.006077752
0,0.99185354,0.008146542
1,0.8932474,0.106752545
0,0.9935155,0.0064845546
0,0.9827502,0.017249865
0,0.99402434,0.005975709
0,0.94855416,0.051445846
0,0.99427974,0.005720307
2,0.9511138,0.048886172
0,0.99287605,0.007123958
1,0.9126658,0.087334156
0,0.9912942,0.008705802
2,0.38420185,0.6157981
0,0.99422246,0.0057775616
0,0.99101794,0.00898211
0,0.9935383,0.006461717
0,0.9935999,0.006400136
0,0.9911782,0.00882181
0,0.9800013,0.019998694
0,0.2882481,0.7117519
0,0.989599,0.010401058
1,0.63607204,0.36392796
0,0.9731313,0.026868707
0,0.9621391,0.037860844
1,0.101976186,0.8980238
0,0.9940434,0.0059565892
0,0.953608,0.046391975
0,0.9913118,0.008688258
0,0.9838365,0.01616347
0,0.9833565,0.016643535
0,0.9933159,0.006684091
0,0.7299549,0.2700451
0,0.9917977,0.008202297
0,0.98967046,0.010329566
0,0.9939413,0.0060586818
0,0.9653247,0.034675248
1,0.33286053,0.6671395
0,0.9818439,0.01815613
0,0.38751385,0.6124862
0,0.97991794,0.020082073
0,0.94542193,0.054578036
0,0.99049544,0.009504521
0,0.98839885,0.011601222
1,0.04888338,0.9511166
0,0.99364364,0.0063563627
0,0.9031807,0.096819274
0,0.059631616,0.9403684
2,0.06904601,0.9309539
2,0.96577513,0.03422489
0,0.99182606,0.008173962
0,0.99258035,0.007419733
0,0.96665925,0.033340774
0,0.99413943,0.0058605634
0,0.99391705,0.0060830177
0,0.9897113,0.010288689
0,0.99473625,0.0052637225
2,0.9633128,0.036687158
0,0.97491044,0.02508958
0,0.9683548,0.031645164
0,0.99315107,0.0068489616
0,0.9813876,0.018612321
0,0.5490641,0.45093593
0,0.9688788,0.031121207
0,0.8061264,0.19387357
0,0.952566,0.047433976
0,0.96625394,0.033746004
0,0.9840411,0.015958942
0,0.9884417,0.01155834
0,0.15910448,0.84089553
0,0.9938683,0.00613176
0,0.99383694,0.00616301
0,0.9882746,0.0117254555
0,0.5020739,0.49792615
0,0.98915595,0.0108440695
0,0.9814061,0.018593905
1,0.089479886,0.9105201
0,0.88500124,0.11499883
2,0.8538998,0.14610027
0,0.9405725,0.059427448
0,0.9837134,0.016286666
0,0.98599213,0.014007867
1,0.0732504,0.92674965
0,0.9917219,0.008278036
0,0.9902243,0.009775698
0,0.992955,0.007044987
1,0.97705203,0.02294796
2,0.13948745,0.8605126
0,0.9736496,0.02635035
0,0.99463826,0.0053617936
1,0.123449534,0.87655044
0,0.99478096,0.0052190763
0,0.98567384,0.014326145
0,0.98917985,0.010820143
1,0.08148032,0.9185197
1,0.8947881,0.105211854
0,0.9903583,0.009641703
1,0.52505606,0.47494394
0,0.99358773,0.006412283
0,0.9619924,0.038007587
0,0.99181414,0.0081858495
2,0.7412034,0.25879663
0,0.99289364,0.007106347
0,0.45249376,0.5475062
0,0.9728776,0.02712236
0,0.9738771,0.026122967
0,0.990186,0.009814043
0,0.9720301,0.027969873
0,0.6666671,0.33333296
0,0.8715007,0.12849928
2,0.16081537,0.83918464
2,0.98986685,0.010133147
0,0.9939075,0.006092539
1,0.5373101,0.4626899
0,0.99470574,0.0052942503
0,0.9393694,0.060630634
0,0.9922007,0.007799392
1,0.32224685,0.67775315
0,0.98052305,0.019476954
0,0.93870765,0.06129233
1,0.98675644,0.013243569
2,0.9310588,0.068941176
0,0.972879,0.027121041
0,0.99330974,0.006690284
2,0.99146396,0.008536074
0,0.98752487,0.012475188
0,0.9352957,0.064704314
0,0.98991805,0.010082003
1,0.059256032,0.9407439
0,0.15573592,0.8442641
0,0.9917652,0.008234818
0,0.95125383,0.048746187
2,0.98536116,0.01463881
0,0.987944,0.012055983
0,0.98931235,0.010687656
0,0.9938228,0.0061771274
0,0.96526027,0.034739684
1,0.04369144,0.9563086
0,0.9698266,0.030173382
0,0.9882832,0.011716784
0,0.99388194,0.006118018
0,0.9917571,0.008242926
0,0.86074466,0.1392554
0,0.8295426,0.17045742
0,0.93857247,0.061427463
0,0.99166954,0.008330415
1,0.16684517,0.83315486
0,0.9642459,0.03575401
0,0.8666194,0.1333806
0,0.9834064,0.016593644
0,0.9807035,0.019296473
0,0.9895678,0.010432161
0,0.99027807,0.009721975
0,0.9727155,0.027284527
0,0.9863955,0.013604489
0,0.9877829,0.012217147
0,0.8826155,0.117384546
0,0.9945616,0.005438341
0,0.99303013,0.006969835
0,0.7681334,0.23186661
0,0.81509197,0.18490805
0,0.9813121,0.018687906
0,0.9835023,0.01649765
0,0.98913366,0.010866356
1,0.48217654,0.5178234
0,0.9898831,0.01011686
0,0.9765986,0.023401445
0,0.9356127,0.06438732
0,0.9847461,0.015253936
1,0.766436,0.23356408
0,0.9895494,0.010450593
0,0.99461293,0.005387135
2,0.9901722,0.009827767
1,0.050316278,0.9496838
0,0.9946169,0.0053831358
0,0.9122209,0.08777914
0,0.9928189,0.007181083
0,0.9927308,0.0072691953
0,0.98721725,0.01278273
2,0.53848016,0.4615198
2,0.95093,0.049070057
1,0.7041624,0.29583758
0,0.9930964,0.0069035636
0,0.977789,0.022210982
0,0.98866266,0.011337344
0,0.99149853,0.008501437
0,0.991156,0.008844062
0,0.9869747,0.013025309
1,0.06222906,0.93777096
0,0.9920391,0.007960925
0,0.9937127,0.006287301
0,0.9903662,0.009633789
0,0.9887931,0.011206957
0,0.31914586,0.68085414
0,0.99322826,0.006771723
0,0.9927927,0.007207341
0,0.9931278,0.0068722344
0,0.98269904,0.017301004
0,0.9804372,0.019562846
1,0.8394321,0.16056786
0,0.8170796,0.18292041
1,0.917288,0.08271201
0,0.99475765,0.0052423943
0,0.9536043,0.046395767
0,0.7991021,0.20089784
0,0.9822656,0.017734364
